date,metro,mode_group,upt,year,month,baseline_upt,index_vs_2014_2019_month
2019-07-01,San Francisco,Rail,14812874.0,2019,7,15494891.333333334,95.59843745489104
2019-08-01,San Francisco,Rail,15317139.0,2019,8,16050360.833333334,95.43174237048564
2019-09-01,San Francisco,Rail,14453574.0,2019,9,15214443.5,94.99903167670905
2019-10-01,San Francisco,Rail,15714914.0,2019,10,16226125.666666666,96.84945330038428
2019-11-01,San Francisco,Rail,13854858.0,2019,11,14388072.166666666,96.29405412698733
2019-12-01,San Francisco,Rail,13421998.0,2019,12,14106760.666666666,95.14585465191371
2020-01-01,San Francisco,Rail,14141873.0,2020,1,14430723.666666666,97.9983632606459
2020-02-01,San Francisco,Rail,13352665.0,2020,2,13921160.5,95.91632105671076
2020-03-01,San Francisco,Rail,8524889.0,2020,3,15333634.166666666,55.596011404341475
2020-04-01,San Francisco,Rail,656653.0,2020,4,15110249.166666666,4.345745677368325
2020-05-01,San Francisco,Rail,771234.0,2020,5,15469156.666666666,4.985624081640305
2020-06-01,San Francisco,Rail,1095623.0,2020,6,15436184.166666666,7.0977580221277705
2020-07-01,San Francisco,Rail,1270292.0,2020,7,15494891.333333334,8.198134292605772
2020-08-01,San Francisco,Rail,1241828.0,2020,8,16050360.833333334,7.737072162396348
2020-09-01,San Francisco,Rail,1291618.0,2020,9,15214443.5,8.489419938363174
2020-10-01,San Francisco,Rail,1487371.0,2020,10,16226125.666666666,9.16651966436761
2020-11-01,San Francisco,Rail,1331091.0,2020,11,14388072.166666666,9.251350595000375
2020-12-01,San Francisco,Rail,1249476.0,2020,12,14106760.666666666,8.85728502470754
2021-01-01,San Francisco,Rail,1270978.0,2021,1,14430723.666666666,8.807444653214551
2021-02-01,San Francisco,Rail,1525334.0,2021,2,13921160.5,10.956945723023594
2021-03-01,San Francisco,Rail,1891151.0,2021,3,15333634.166666666,12.333351503266703
2021-04-01,San Francisco,Rail,2021919.0,2021,4,15110249.166666666,13.381109587923737
2021-05-01,San Francisco,Rail,2614528.0,2021,5,15469156.666666666,16.901554857439976
2021-06-01,San Francisco,Rail,3525639.0,2021,6,15436184.166666666,22.840094170509865
2021-07-01,San Francisco,Rail,3160468.0,2021,7,15494891.333333334,20.396838751628117
2021-08-01,San Francisco,Rail,3506368.0,2021,8,16050360.833333334,21.846038456144782
2021-09-01,San Francisco,Rail,3982370.0,2021,9,15214443.5,26.17493042055728
2021-10-01,San Francisco,Rail,4198432.0,2021,10,16226125.666666666,25.874519193604172
2021-11-01,San Francisco,Rail,4108630.0,2021,11,14388072.166666666,28.555806173384386
2021-12-01,San Francisco,Rail,3947132.0,2021,12,14106760.666666666,27.980427918698652
2022-01-01,San Francisco,Rail,3357153.0,2022,1,14430723.666666666,23.26392686566816
2022-02-01,San Francisco,Rail,3823591.0,2022,2,13921160.5,27.46603632649735
2022-03-01,San Francisco,Rail,4953861.0,2022,3,15333634.166666666,32.30715527809482
2022-04-01,San Francisco,Rail,4977642.0,2022,4,15110249.166666666,32.9421569763437
2022-05-01,San Francisco,Rail,5227760.0,2022,5,15469156.666666666,33.794731753314714
2022-06-01,San Francisco,Rail,5523898.0,2022,6,15436184.166666666,35.78538543177311
2022-07-01,San Francisco,Rail,5224282.0,2022,7,15494891.333333334,33.716157716842325
2022-08-01,San Francisco,Rail,5950851.0,2022,8,16050360.833333334,37.07611973209532
2022-09-01,San Francisco,Rail,6259187.0,2022,9,15214443.5,41.13976958802338
2022-10-01,San Francisco,Rail,6314387.0,2022,10,16226125.666666666,38.91493958395532
2022-11-01,San Francisco,Rail,5704017.0,2022,11,14388072.166666666,39.64406721016238
2022-12-01,San Francisco,Rail,5245799.0,2022,12,14106760.666666666,37.186418086722576
2023-01-01,San Francisco,Rail,5386862.0,2023,1,14430723.666666666,37.32911893007167
2023-02-01,San Francisco,Rail,5724653.0,2023,2,13921160.5,41.12195244067476
2023-03-01,San Francisco,Rail,6517239.0,2023,3,15333634.166666666,42.502898720302284
2023-04-01,San Francisco,Rail,6490309.0,2023,4,15110249.166666666,42.953024324163195
2023-05-01,San Francisco,Rail,6779119.0,2023,5,15469156.666666666,43.82345557730253
2023-06-01,San Francisco,Rail,6727927.0,2023,6,15436184.166666666,43.58542841519393
2023-07-01,San Francisco,Rail,6444776.0,2023,7,15494891.333333334,41.59290866490749
2023-08-01,San Francisco,Rail,7300737.0,2023,8,16050360.833333334,45.4864353257271
2023-09-01,San Francisco,Rail,6886166.0,2023,9,15214443.5,45.26071558253182
2023-10-01,San Francisco,Rail,7242981.0,2023,10,16226125.666666666,44.6377721262153
2023-11-01,San Francisco,Rail,6487168.0,2023,11,14388072.166666666,45.087124424000606
2023-12-01,San Francisco,Rail,6069254.0,2023,12,14106760.666666666,43.02372559804776
2024-01-01,San Francisco,Rail,6392972.0,2024,1,14430723.666666666,44.301118555592886
2024-02-01,San Francisco,Rail,6500287.0,2024,2,13921160.5,46.6935712723088
2024-03-01,San Francisco,Rail,6932174.0,2024,3,15333634.166666666,45.208943454968086
2024-04-01,San Francisco,Rail,6999292.0,2024,4,15110249.166666666,46.321486315662455
2024-05-01,San Francisco,Rail,7376279.0,2024,5,15469156.666666666,47.68378237382904
2024-06-01,San Francisco,Rail,6820808.0,2024,6,15436184.166666666,44.18713800220813
2024-07-01,San Francisco,Rail,6931846.0,2024,7,15494891.333333334,44.73633180690909
2024-08-01,San Francisco,Rail,7143979.0,2024,8,16050360.833333334,44.509771924649876
2024-09-01,San Francisco,Rail,7416987.0,2024,9,15214443.5,48.74964371848369
2024-10-01,San Francisco,Rail,8040268.0,2024,10,16226125.666666666,49.551372676208985
2024-11-01,San Francisco,Rail,6668279.0,2024,11,14388072.166666666,46.34588235836506
2024-12-01,San Francisco,Rail,6599775.0,2024,12,14106760.666666666,46.78448267428842
2025-01-01,San Francisco,Rail,7090958.0,2025,1,14430723.666666666,49.13792380613114
2025-02-01,San Francisco,Rail,6825126.0,2025,2,13921160.5,49.02699024265973
2025-03-01,San Francisco,Rail,7512000.0,2025,3,15333634.166666666,48.99034317859308
2025-04-01,San Francisco,Rail,7966915.0,2025,4,15110249.166666666,52.725239088545806
2025-05-01,San Francisco,Rail,7996070.0,2025,5,15469156.666666666,51.69040673839793
2025-06-01,San Francisco,Rail,7896069.0,2025,6,15436184.166666666,51.15298518561987
2025-07-01,San Francisco,Rail,8042334.0,2025,7,15494891.333333334,51.90313263248873
2025-08-01,San Francisco,Rail,8379821.0,2025,8,16050360.833333334,52.20954897535274
2025-09-01,San Francisco,Rail,8551174.0,2025,9,15214443.5,56.20431664161756
2025-10-01,San Francisco,Rail,8969003.0,2025,10,16226125.666666666,55.275074187456994
2025-11-01,San Francisco,Rail,2726885.0,2025,11,14388072.166666666,18.952400074260588
2025-12-01,San Francisco,Rail,2584111.0,2025,12,14106760.666666666,18.318245138347613
